selected Volume,Class,Precision per Class,Recall per Class,F1 per Class,F1 Macro,F1 Micro,F1 Weighted
['0000'],Apex,0.9302325581395349,0.5333333333333333,0.6779661016949152,0.7638989240106939,0.833916083916084,0.8194112184176404
['0000'],Basal,1.0,0.7333333333333333,0.846153846153846,0.7638989240106939,0.833916083916084,0.8194112184176404
['0000'],Round window,1.0,0.4805194805194805,0.6491228070175439,0.7638989240106939,0.833916083916084,0.8194112184176404
['0000'],Background,0.7894736842105263,1.0,0.8823529411764706,0.7638989240106939,0.833916083916084,0.8194112184176404
