selected Volume,Class,Precision per Class,Recall per Class,F1 per Class,F1 Macro,F1 Micro,F1 Weighted
['0002'],Apex,1.0,0.9493670886075949,0.974025974025974,0.9707526599889873,0.9755244755244755,0.9752510175231219
['0002'],Basal,1.0,0.9743589743589743,0.9870129870129869,0.9707526599889873,0.9755244755244755,0.9752510175231219
['0002'],Round window,1.0,0.8904109589041096,0.9420289855072463,0.9707526599889873,0.9755244755244755,0.9752510175231219
['0002'],Background,0.9606741573033708,1.0,0.9799426934097422,0.9707526599889873,0.9755244755244755,0.9752510175231219
